IPA_for_PHOIBLE	Glottolog_code	Glottolog_nearest	Variety_name	Source	Source_ref	Comments
ȴ	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
r	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
ɻ	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
j	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
w	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
i	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
iː	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
u	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
uː	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
a	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
ə	0000eastern_wakaya	waga1260	Eastern Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
t͉	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
t͈	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
ʈ͉	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
ʈ͈	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
t̪͉	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
t̪͈	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
ȶ͉	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
ȶ͈	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
k͉	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
k͈	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
p͉	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
p͈	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
n	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
ɳ	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
n̪	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
ȵ	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
ŋ	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
m	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
l	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
ɭ	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
l̪	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
ȴ	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
r	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
ɻ	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
j	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
w	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
i	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
u	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
a	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
ʐ	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
ʑ	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
ɰ	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
aː	warl1256		Warluwarra	Breen 1970	http://glottolog.org/resource/reference/id/60272	Please see also the general comparative notes on Australian inventories.
t	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
ʈ	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
t̪	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
ȶ	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
k	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
p	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
n	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
ɳ	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
n̪	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
ȵ	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
ŋ	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
m	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
l	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
ɭ	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
l̪	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
ȴ	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
r	0000western_wakaya	waga1260	Western Wakaya	Breen 1974[1985]	http://glottolog.org/resource/reference/id/155184	Please see also the general comparative notes on Australian inventories.
